Date,Rainfall (mm),Max Temp (°C),Min Temp (°C),Usage(L),Usage(kWh),Avg Temp (°C)
2016/02/28,0.7,6.1,1.9,12.0,1418.0,4.0
2016/02/29,11.9,10.4,1.8,3.0,1503.0,6.1000000000000005
2016/03/01,8.0,9.5,3.9,0.0,1065.0,6.7
2016/03/02,0.5,9.0,0.6,149.0,2542.0,4.8
2016/03/03,1.8,7.2,3.0,144.0,2533.0,5.1
2016/03/04,2.0,7.5,-0.4,42.0,1468.0,3.55
2016/03/05,0.0,8.7,0.0,0.0,1214.0,4.35
2016/03/06,5.0,3.6,-2.2,17.0,1266.0,0.7
2016/03/07,2.2,7.5,-1.4,13.0,974.0,3.05
2016/03/08,6.6,8.0,2.0,0.0,863.0,5.0
2016/03/09,0.1,9.9,1.5,34.0,1226.0,5.7
2016/03/10,0.0,12.0,2.0,291.0,1036.0,7.0
2016/03/11,0.0,13.0,3.9,44.0,1823.0,8.45
2016/03/12,0.0,12.9,7.0,61.0,2460.0,9.95
2016/03/13,0.0,12.3,6.0,8.0,1316.0,9.15
2016/03/14,0.0,11.6,2.9,4.0,1340.0,7.25
2016/03/15,0.0,11.3,0.9,158.0,2231.0,6.1000000000000005
2016/03/16,0.0,12.3,2.0,165.0,2317.0,7.15
2016/03/17,0.0,9.4,2.6,136.0,2306.0,6.0
2016/03/18,0.0,11.5,0.1,4.0,1571.0,5.8
2016/03/19,0.0,6.8,0.8,46.0,1968.0,3.8
2016/03/20,0.0,6.8,3.6,99.0,1281.0,5.2
2016/03/21,0.0,7.5,-0.3,175.0,1379.0,3.6
2016/03/22,0.0,6.3,2.8,109.0,1851.0,4.55
2016/03/23,3.1,11.0,4.5,48.0,1892.0,7.75
2016/03/24,0.5,10.2,4.8,42.0,1799.0,7.5
2016/03/25,10.4,11.5,2.3,55.0,1763.0,6.9
2016/03/26,4.5,9.4,3.7,9.0,1408.0,6.550000000000001
2016/03/27,0.2,9.2,2.4,6.0,1274.0,5.8
2016/03/28,0.4,10.3,0.7,7.0,1290.0,5.5
2016/03/29,0.3,8.1,1.0,9.0,1433.0,4.55
2016/03/30,0.1,11.5,0.0,33.0,1698.0,5.75
2016/03/31,0.9,12.0,-0.2,39.0,1740.0,5.9
2016/04/01,5.4,9.4,0.2,0.0,1268.0,4.8
2016/04/02,30.9,8.6,5.5,84.0,2332.0,7.05
2016/04/03,5.6,10.9,6.0,152.0,2443.0,8.45
2016/04/04,1.5,11.7,5.2,4.0,1431.0,8.45
2016/04/05,0.5,12.3,2.3,106.0,1782.0,7.300000000000001
2016/04/06,1.9,8.4,3.0,8.0,1240.0,5.7
2016/04/07,0.4,12.0,2.0,3.0,879.0,7.0
2016/04/08,1.5,9.5,3.8,4.0,866.0,6.65
2016/04/09,3.9,8.8,-1.2,4.0,782.0,3.8000000000000003
2016/04/10,20.8,9.1,-0.6,400.0,2048.0,4.25
2016/04/11,3.8,11.0,4.7,55.0,1831.0,7.85
2016/04/12,0.1,13.9,1.0,7.0,1488.0,7.45
2016/04/13,0.3,15.5,1.8,116.0,2239.0,8.65
2016/04/14,0.0,12.1,5.6,107.0,2272.0,8.85
2016/04/15,1.1,11.0,3.3,101.0,2012.0,7.15
2016/04/16,0.1,10.0,-0.8,53.0,1931.0,4.6
2016/04/17,0.0,9.6,-0.6,0.0,1154.0,4.5
2016/04/18,0.0,12.1,4.5,2.0,1237.0,8.3
2016/04/19,0.0,14.3,3.5,109.0,2091.0,8.9
2016/04/20,0.0,15.4,3.0,94.0,2036.0,9.2
2016/04/21,0.0,15.0,3.0,115.0,2093.0,9.0
2016/04/22,0.0,14.5,3.2,97.0,2015.0,8.85
2016/04/23,0.0,13.9,2.6,47.0,1815.0,8.25
2016/04/24,0.0,11.0,2.0,88.0,1475.0,6.5
2016/04/25,0.0,14.6,5.1,0.0,1336.0,9.85
2016/04/26,0.0,11.0,1.5,90.0,2059.0,6.25
2016/04/27,0.8,10.7,-1.2,112.0,2083.0,4.75
2016/04/28,0.5,11.2,0.5,85.0,2075.0,5.85
2016/04/29,0.3,10.6,1.1,86.0,2008.0,5.85
2016/04/30,1.9,12.4,1.6,37.0,1843.0,7.0
2016/05/01,3.1,17.1,4.6,32.0,1761.0,10.850000000000001
2016/05/02,0.1,12.2,6.8,135.0,2378.0,9.5
2016/05/03,0.0,13.4,3.9,191.0,2507.0,8.65
2016/05/04,0.2,14.6,6.0,136.0,2252.0,10.3
2016/05/05,0.0,15.7,7.4,104.0,1934.0,11.55
2016/05/06,2.2,16.0,6.3,0.0,807.0,11.15
2016/05/07,11.0,12.2,6.3,21.0,1024.0,9.25
2016/05/08,0.0,20.0,6.8,0.0,845.0,13.4
2016/05/09,13.1,18.5,11.0,2.0,834.0,14.75
2016/05/10,2.8,15.0,12.7,432.0,2069.0,13.85
2016/05/11,1.2,15.4,12.2,46.0,1817.0,13.8
2016/05/12,0.0,20.3,10.8,31.0,1615.0,15.55
2016/05/13,0.0,21.0,9.3,67.0,1809.0,15.15
2016/05/14,0.0,18.0,6.2,51.0,1533.0,12.1
2016/05/15,0.0,18.1,7.8,26.0,1179.0,12.950000000000001
2016/05/16,0.0,18.5,6.0,3.0,989.0,12.25
2016/05/17,2.1,17.1,7.6,96.0,1574.0,12.350000000000001
2016/05/18,2.0,14.7,7.7,66.0,1640.0,11.2
2016/05/19,0.1,18.0,7.2,50.0,1658.0,12.6
2016/05/20,3.8,12.9,9.0,22.0,1610.0,10.95
2016/05/21,4.7,17.3,9.7,23.0,1616.0,13.5
2016/05/22,4.8,14.9,6.0,13.0,1039.0,10.45
2016/05/23,0.0,16.2,4.4,0.0,1048.0,10.3
2016/05/24,0.0,17.4,4.7,49.0,1545.0,11.049999999999999
2016/05/25,0.1,13.0,8.0,101.0,1454.0,10.5
2016/05/26,0.1,12.6,6.3,27.0,1564.0,9.45
2016/05/27,0.7,17.9,7.4,12.0,1525.0,12.649999999999999
2016/05/28,0.0,20.3,9.0,10.0,1400.0,14.65
2016/05/29,4.0,20.2,9.6,0.0,1084.0,14.899999999999999
2016/05/30,0.0,22.1,11.1,0.0,1147.0,16.6
2016/05/31,0.0,22.1,9.7,13.0,1407.0,15.9
2016/06/01,0.0,21.3,7.7,32.0,1728.0,14.5
2016/06/02,0.0,20.1,8.6,71.0,2206.0,14.350000000000001
2016/06/03,0.0,21.0,8.0,11.0,1547.0,14.5
2016/06/04,0.0,23.2,9.4,181.0,2238.0,16.3
2016/06/05,0.0,22.9,13.0,57.0,1862.0,17.95
2016/06/06,0.0,22.0,12.2,0.0,835.0,17.1
2016/06/07,0.0,22.5,12.8,24.0,1005.0,17.65
2016/06/08,0.0,25.4,13.5,0.0,865.0,19.45
2016/06/09,1.1,20.6,12.0,61.0,1464.0,16.3
2016/06/10,13.9,17.5,15.1,467.0,2085.0,16.3
2016/06/11,6.5,21.0,13.8,46.0,1350.0,17.4
2016/06/12,5.2,19.9,12.5,154.0,2659.0,16.2
2016/06/13,1.8,18.4,11.5,0.0,779.0,14.95
2016/06/14,8.8,15.7,11.5,9.0,1167.0,13.6
2016/06/15,2.5,18.0,10.5,13.0,1148.0,14.25
2016/06/16,0.1,15.5,9.5,14.0,1208.0,12.5
2016/06/17,0.0,15.4,9.0,8.0,1257.0,12.2
2016/06/18,5.0,17.5,8.7,22.0,1073.0,13.1
2016/06/19,12.7,16.8,12.0,0.0,712.0,14.4
2016/06/20,0.0,17.3,12.8,1.0,764.0,15.05
2016/06/21,0.0,17.9,11.4,10.0,1056.0,14.649999999999999
2016/06/22,0.0,18.4,11.3,10.0,1013.0,14.85
2016/06/23,2.5,18.9,9.7,4.0,1004.0,14.299999999999999
2016/06/24,6.1,15.9,11.0,3.0,983.0,13.45
2016/06/25,2.8,16.0,11.5,4.0,917.0,13.75
2016/06/26,0.5,18.0,11.0,0.0,697.0,14.5
2016/06/26,0.5,18.0,11.0,0.0,0.0,14.5
2016/06/26,0.5,18.0,11.0,0.0,697.0,14.5
2016/06/26,0.5,18.0,11.0,0.0,0.0,14.5
2016/06/27,0.0,17.5,8.5,1.0,591.0,13.0
2016/06/28,11.3,16.8,10.5,1.0,911.0,13.65
2016/06/29,0.6,17.7,10.8,13.0,1016.0,14.25
2016/06/30,4.1,14.3,8.4,6.0,970.0,11.350000000000001
2016/07/01,3.8,14.5,9.6,37.0,1836.0,12.05
2016/07/02,0.8,17.0,7.9,51.0,1603.0,12.45
2016/07/03,0.0,19.0,7.9,0.0,1617.0,13.45
2016/07/04,0.3,20.5,9.7,145.0,2322.0,15.1
2016/07/05,0.0,18.4,10.0,61.0,1720.0,14.2
2016/07/06,1.2,17.5,11.3,0.0,853.0,14.4
2016/07/07,0.1,22.4,12.6,13.0,958.0,17.5
2016/07/08,9.3,18.9,13.0,0.0,848.0,15.95
2016/07/09,0.3,21.0,13.8,76.0,1600.0,17.4
2016/07/10,1.5,15.9,13.6,450.0,2067.0,14.75
2016/07/11,0.4,17.4,11.9,4.0,1239.0,14.649999999999999
2016/07/12,2.4,16.4,9.2,161.0,2633.0,12.799999999999999
2016/07/13,0.1,17.9,8.2,150.0,913.0,13.049999999999999
2016/07/14,3.4,17.7,8.0,146.0,940.0,12.85
2016/07/15,1.4,22.2,10.5,49.0,921.0,16.35
2016/07/16,0.9,18.6,13.8,1.0,931.0,16.200000000000003
2016/07/17,0.0,21.4,13.7,0.0,763.0,17.549999999999997
2016/07/18,0.0,25.6,15.9,0.0,766.0,20.75
2016/07/19,0.0,27.7,14.4,9.0,951.0,21.05
2016/07/20,0.1,20.0,13.7,4.0,882.0,16.85
2016/07/21,6.7,20.4,14.4,42.0,906.0,17.4
2016/07/22,0.0,18.2,12.5,60.0,908.0,15.35
2016/07/23,1.3,21.2,13.3,12.0,847.0,17.25
2016/07/24,0.1,19.5,12.9,0.0,682.0,16.2
2016/07/25,0.4,16.4,11.7,0.0,706.0,14.049999999999999
2016/07/26,3.7,19.7,12.4,0.0,901.0,16.05
2016/07/27,0.5,18.6,12.0,7.0,872.0,15.3
2016/07/28,0.5,20.2,13.0,10.0,885.0,16.6
2016/07/29,0.1,20.1,13.3,14.0,885.0,16.700000000000003
2016/07/30,0.0,17.4,12.0,0.0,859.0,14.7
2016/07/31,2.2,17.3,10.3,2.0,670.0,13.8
2016/08/01,7.4,17.3,9.7,30.0,1841.0,13.5
2016/08/02,0.0,22.2,12.5,9.0,1415.0,17.35
2016/08/03,0.4,16.8,13.9,149.0,2563.0,15.350000000000001
2016/08/04,0.0,17.7,12.9,134.0,2305.0,15.3
2016/08/05,0.0,20.1,12.2,13.0,1428.0,16.15
2016/08/06,0.0,20.8,11.9,4.0,1194.0,16.35
2016/08/07,1.2,21.6,13.9,509.0,957.0,17.75
2016/08/08,0.1,19.7,9.6,2.0,754.0,14.649999999999999
2016/08/09,0.0,18.4,7.4,118.0,1739.0,12.899999999999999
2016/08/10,0.0,16.5,9.6,415.0,1900.0,13.05
2016/08/11,0.0,19.6,11.0,152.0,2184.0,15.3
2016/08/12,0.8,20.1,10.0,226.0,2505.0,15.05
2016/08/13,0.0,17.5,11.9,2.0,920.0,14.7
2016/08/14,0.0,17.5,12.5,26.0,861.0,15.0
2016/08/15,0.0,23.1,8.9,0.0,741.0,16.0
2016/08/16,1.1,24.5,11.7,4.0,959.0,18.1
2016/08/17,12.0,18.0,14.0,2.0,987.0,16.0
2016/08/18,5.6,18.3,13.8,2.0,1042.0,16.05
2016/08/19,8.3,19.7,12.8,14.0,916.0,16.25
2016/08/20,4.1,17.8,13.4,3.0,923.0,15.600000000000001
2016/08/21,10.0,17.9,11.0,0.0,777.0,14.45
2016/08/22,8.1,20.8,11.0,0.0,774.0,15.9
2016/08/23,0.5,16.5,12.5,12.0,1002.0,14.5
2016/08/24,0.0,20.7,10.0,47.0,975.0,15.35
2016/08/25,0.2,22.4,10.6,25.0,1080.0,16.5
2016/08/26,0.0,19.7,10.4,52.0,1054.0,15.05
2016/08/27,1.8,20.8,9.8,47.0,1019.0,15.3
2016/08/28,0.0,21.4,12.0,1.0,782.0,16.7
2016/08/29,0.0,20.5,11.1,0.0,761.0,15.8
2016/08/30,1.6,19.1,11.4,193.0,1058.0,15.25
2016/08/31,0.1,17.1,10.0,99.0,1140.0,13.55
2016/09/01,3.2,17.1,8.5,30.0,1881.0,12.8
2016/09/02,7.8,18.9,9.6,154.0,2584.0,14.25
2016/09/03,2.4,20.9,11.5,150.0,2593.0,16.2
2016/09/04,4.9,17.6,12.5,62.0,2116.0,15.05
2016/09/05,0.0,24.7,13.2,0.0,1314.0,18.95
2016/09/06,0.0,22.5,16.6,10.0,1283.0,19.55
2016/09/07,0.4,19.5,15.6,165.0,893.0,17.55
2016/09/08,4.1,18.5,12.6,0.0,887.0,15.55
2016/09/09,13.1,17.8,11.9,96.0,1728.0,14.850000000000001
2016/09/10,0.1,16.1,9.8,386.0,1185.0,12.950000000000001
2016/09/11,2.5,18.5,9.4,148.0,2290.0,13.95
2016/09/12,8.1,17.4,13.8,105.0,2524.0,15.6
2016/09/13,0.8,17.3,9.8,157.0,1644.0,13.55
2016/09/14,1.6,17.0,10.4,157.0,1799.0,13.7
2016/09/15,0.0,16.7,13.0,174.0,1812.0,14.85
2016/09/16,0.0,17.5,9.0,195.0,1818.0,13.25
2016/09/17,0.0,17.5,9.2,156.0,1610.0,13.35
2016/09/18,3.1,16.2,10.3,105.0,915.0,13.25
2016/09/19,0.0,14.6,10.0,114.0,886.0,12.3
2016/09/20,0.0,15.5,10.0,317.0,1835.0,12.75
2016/09/21,8.0,14.0,11.0,320.0,2193.0,12.5
2016/09/22,0.3,15.9,4.8,212.0,2233.0,10.35
2016/09/23,6.5,16.4,5.0,229.0,2106.0,10.7
2016/09/24,9.8,15.8,10.3,193.0,1993.0,13.05
2016/09/25,4.4,14.3,7.9,162.0,1162.0,11.100000000000001
2016/09/26,0.3,17.8,8.9,439.0,1178.0,13.350000000000001
2016/09/27,0.0,18.9,9.6,417.0,2097.0,14.25
2016/09/28,2.0,21.0,11.0,355.0,2164.0,16.0
2016/09/29,0.4,15.5,10.0,349.0,2218.0,12.75
2016/09/30,4.8,14.7,6.7,340.0,2005.0,10.7
2016/10/01,0.1,14.4,7.7,42.0,1552.0,11.05
2016/10/02,0.1,16.0,4.0,164.0,2635.0,10.0
2016/10/03,0.0,16.0,5.2,216.0,2568.0,10.6
2016/10/04,0.0,16.2,12.8,6.0,1396.0,14.5
2016/10/05,0.0,16.6,12.2,83.0,1769.0,14.4
2016/10/06,0.5,13.5,8.5,7.0,1223.0,11.0
2016/10/07,0.0,15.0,7.3,172.0,915.0,11.15
2016/10/08,0.0,16.3,9.5,1.0,932.0,12.9
2016/10/09,0.0,16.0,9.3,58.0,1461.0,12.65
2016/10/10,0.0,14.4,9.1,361.0,1096.0,11.75
2016/10/11,0.0,14.0,5.4,169.0,2332.0,9.7
2016/10/12,0.0,13.0,5.6,49.0,2262.0,9.3
2016/10/13,0.9,14.0,5.5,527.0,2172.0,9.75
2016/10/14,14.5,10.5,4.6,539.0,2116.0,7.55
2016/10/15,10.6,14.6,4.7,487.0,1905.0,9.65
2016/10/16,2.0,13.2,5.5,443.0,1121.0,9.35
2016/10/17,1.1,13.4,8.0,437.0,1121.0,10.7
2016/10/18,0.1,12.5,5.2,321.0,2117.0,8.85
2016/10/19,0.0,11.8,4.8,183.0,2150.0,8.3
2016/10/20,0.0,15.1,6.7,130.0,2154.0,10.9
2016/10/21,0.0,12.5,5.7,127.0,2126.0,9.1
2016/10/22,0.0,12.2,6.3,60.0,1901.0,9.25
2016/10/23,0.0,11.5,4.7,12.0,1053.0,8.1
2016/10/24,0.0,12.2,5.6,3.0,1090.0,8.899999999999999
2016/10/25,0.0,12.1,5.2,142.0,2160.0,8.65
2016/10/26,0.0,13.5,7.2,164.0,2237.0,10.35
2016/10/27,0.0,15.5,8.7,185.0,2222.0,12.1
2016/10/28,0.0,14.7,10.5,132.0,2136.0,12.6
2016/10/29,0.0,12.7,9.6,52.0,1905.0,11.149999999999999
2016/10/30,0.0,14.3,8.8,2.0,1055.0,11.55
2016/10/31,0.0,13.6,10.0,3.0,1138.0,11.8
2016/11/01,0.0,10.2,7.3,2.0,1299.0,8.75
2016/11/02,0.0,9.6,2.3,150.0,2436.0,5.949999999999999
2016/11/03,0.0,10.0,4.2,153.0,2447.0,7.1
2016/11/04,0.0,9.7,3.8,0.0,1430.0,6.75
2016/11/05,0.0,8.8,2.9,70.0,1734.0,5.8500000000000005
2016/11/06,0.0,8.0,0.6,7.0,1043.0,4.3
2016/11/07,0.5,8.0,-0.3,153.0,850.0,3.85
2016/11/08,8.3,10.7,-0.3,1.0,1026.0,5.199999999999999
2016/11/09,3.5,9.2,3.0,1.0,781.0,6.1
2016/11/10,0.1,10.0,4.7,496.0,1994.0,7.35
2016/11/11,15.0,12.6,2.7,139.0,2253.0,7.65
2016/11/12,0.1,11.5,2.5,17.0,1460.0,7.0
2016/11/13,0.3,12.2,4.8,28.0,1305.0,8.5
2016/11/14,0.0,16.4,8.0,7.0,1273.0,12.2
2016/11/15,1.1,13.1,12.0,158.0,2245.0,12.55
2016/11/16,1.3,9.5,6.0,157.0,2245.0,7.75
2016/11/17,1.8,6.8,4.0,169.0,2282.0,5.4
2016/11/18,0.8,4.0,-1.0,144.0,2357.0,1.5
2016/11/19,0.0,3.5,-0.6,141.0,2305.0,1.45
2016/11/20,0.0,1.6,-3.0,14.0,1237.0,-0.7
2016/11/21,0.0,4.6,-2.1,6.0,1371.0,1.2499999999999998
2016/11/22,0.0,7.1,0.8,139.0,2569.0,3.9499999999999997
2016/11/23,0.0,5.6,-2.5,149.0,2599.0,1.5499999999999998
2016/11/24,0.0,8.0,-1.5,174.0,2542.0,3.25
2016/11/25,0.0,5.3,-2.5,173.0,2555.0,1.4
2016/11/26,0.3,3.2,-2.5,87.0,2382.0,0.3500000000000001
2016/11/27,0.0,7.6,-1.7,81.0,1493.0,2.9499999999999997
2016/11/28,0.0,6.1,2.5,11.0,1472.0,4.3
2016/11/29,0.0,6.3,1.8,148.0,2597.0,4.05
2016/11/30,0.0,5.3,-0.2,140.0,2609.0,2.55
2016/12/01,0.0,5.0,-1.5,74.0,2115.0,1.75
2016/12/02,0.1,5.6,-1.5,69.0,2211.0,2.05
2016/12/03,0.0,6.9,0.8,78.0,2184.0,3.85
2016/12/04,0.0,5.5,1.5,117.0,2313.0,3.5
2016/12/05,0.4,11.1,2.5,81.0,1743.0,6.8
2016/12/06,1.5,13.8,4.6,1.0,770.0,9.2
2016/12/07,7.6,15.0,10.5,154.0,970.0,12.75
2016/12/08,0.8,14.4,9.6,3.0,958.0,12.0
2016/12/09,0.3,12.7,8.6,1.0,788.0,10.649999999999999
2016/12/10,0.2,8.5,6.5,529.0,2136.0,7.5
2016/12/11,0.0,9.0,3.6,113.0,2122.0,6.3
2016/12/12,6.4,10.6,3.8,12.0,1480.0,7.199999999999999
2016/12/13,3.7,12.0,7.7,110.0,2360.0,9.85
2016/12/14,4.4,8.1,8.0,82.0,2376.0,8.05
2016/12/15,14.4,9.4,1.9,77.0,2413.0,5.65
2016/12/16,0.0,8.4,5.1,41.0,2410.0,6.75
2016/12/17,0.0,6.7,1.5,20.0,2179.0,4.1
2016/12/18,0.1,8.1,2.0,2.0,1485.0,5.05
2016/12/19,0.0,9.1,5.1,0.0,1548.0,7.1
2016/12/20,9.2,7.8,-0.8,6.0,2035.0,3.5
2016/12/21,0.8,6.7,-0.5,4.0,2027.0,3.1
2016/12/22,0.2,9.4,2.5,34.0,1866.0,5.95
2016/12/23,4.1,10.7,4.2,6.0,1957.0,7.449999999999999
2016/12/24,1.1,12.1,4.6,6.0,1662.0,8.35
2016/12/25,1.9,12.7,6.4,2.0,1308.0,9.55
2016/12/26,0.0,6.6,2.9,1.0,1389.0,4.75
2016/12/27,0.0,8.0,1.5,1.0,1554.0,4.75
2016/12/28,0.0,10.0,3.9,2.0,1585.0,6.95
2016/12/29,0.0,10.1,4.2,0.0,1552.0,7.15
2016/12/30,0.2,11.0,5.7,2.0,1559.0,8.35
2016/12/31,10.3,9.1,7.3,0.0,1526.0,8.2
2017/01/01,0.0,4.6,1.6,2.0,1273.0,3.0999999999999996
2017/01/02,0.0,4.3,0.5,139.0,2514.0,2.4
2017/01/03,0.0,4.1,-2.9,154.0,2449.0,0.5999999999999999
2017/01/04,0.1,7.5,-2.7,78.0,1901.0,2.4
2017/01/05,4.3,10.0,3.3,35.0,1267.0,6.65
2017/01/06,5.5,11.6,4.7,140.0,1535.0,8.15
2017/01/07,0.3,10.5,8.9,131.0,1015.0,9.7
2017/01/08,2.5,10.1,7.2,249.0,1073.0,8.65
2017/01/09,1.0,8.0,5.1,78.0,1118.0,6.55
2017/01/10,0.1,12.6,4.8,135.0,948.0,8.7
2017/01/11,2.0,7.8,4.8,122.0,1774.0,6.3
2017/01/12,1.0,2.4,0.6,172.0,2516.0,1.5
2017/01/13,1.8,4.0,-1.0,29.0,2246.0,1.5
2017/01/14,0.2,8.0,-0.7,24.0,2282.0,3.65
2017/01/15,0.2,9.9,2.0,47.0,1614.0,5.95
2017/01/16,0.4,9.8,6.5,2.0,1580.0,8.15
2017/01/17,0.4,9.0,7.1,137.0,2442.0,8.05
2017/01/18,0.0,8.5,6.9,105.0,2479.0,7.7
2017/01/19,0.0,8.7,3.9,113.0,2470.0,6.3
2017/01/20,0.0,7.2,3.5,106.0,2458.0,5.35
2017/01/21,0.0,3.0,-0.5,74.0,2364.0,1.25
2017/01/22,0.0,6.5,0.8,92.0,1732.0,3.65
2017/01/23,0.9,9.4,2.3,20.0,1678.0,5.85
2017/01/24,0.1,10.1,2.1,137.0,2521.0,6.1
2017/01/25,0.0,9.5,6.9,136.0,2544.0,8.2
2017/01/26,1.3,6.9,4.9,141.0,2483.0,5.9
2017/01/27,0.8,7.1,4.5,130.0,2589.0,5.8
2017/01/28,1.0,6.5,0.5,67.0,2304.0,3.5
2017/01/29,6.2,8.6,0.2,4.0,1429.0,4.3999999999999995
2017/01/30,14.6,10.5,3.3,4.0,1492.0,6.9
2017/01/31,0.2,11.0,6.7,138.0,2544.0,8.85
2017/02/01,9.4,11.1,2.5,0.0,1445.0,6.8
2017/02/02,3.5,10.0,6.3,129.0,2561.0,8.15
2017/02/03,0.2,5.5,3.6,149.0,2404.0,4.55
2017/02/04,0.0,6.5,-1.1,61.0,1213.0,2.7
2017/02/05,2.0,7.0,-1.0,36.0,1193.0,3.0
2017/02/06,6.5,11.3,-0.7,129.0,1533.0,5.300000000000001
2017/02/07,0.1,6.2,0.9,120.0,834.0,3.5500000000000003
2017/02/08,2.2,8.7,-0.1,262.0,1038.0,4.3
2017/02/09,0.2,6.5,-0.3,75.0,1219.0,3.1
2017/02/10,0.0,5.0,0.9,54.0,1091.0,2.95
2017/02/11,2.6,4.5,-2.1,92.0,1709.0,1.2
2017/02/12,1.6,5.6,-2.1,187.0,2164.0,1.7499999999999998
2017/02/13,3.3,8.9,2.2,8.0,1587.0,5.550000000000001
2017/02/14,6.7,10.3,5.0,76.0,2276.0,7.65
2017/02/15,0.3,11.1,4.8,102.0,2366.0,7.949999999999999
2017/02/16,1.0,9.9,3.9,51.0,2278.0,6.9
2017/02/17,2.7,11.5,6.6,52.0,2268.0,9.05
2017/02/18,0.3,11.8,8.6,83.0,2155.0,10.2
2017/02/19,0.2,11.5,6.7,33.0,1323.0,9.1
2017/02/20,1.5,11.7,9.4,9.0,1323.0,10.55
2017/02/21,4.4,13.3,10.0,163.0,2298.0,11.65
2017/02/22,8.2,12.4,9.6,136.0,2369.0,11.0
2017/02/23,0.0,8.0,4.9,133.0,2330.0,6.45
2017/02/24,1.7,9.3,1.3,120.0,2320.0,5.300000000000001
2017/02/25,2.9,12.2,1.9,79.0,2167.0,7.05
2017/02/26,1.7,11.3,6.2,7.0,1332.0,8.75
2017/02/27,0.2,6.3,0.5,6.0,1412.0,3.4
2017/02/28,0.1,10.8,-1.1,151.0,2374.0,4.8500000000000005
2017/03/01,3.8,10.5,1.6,2.0,1610.0,6.05
2017/03/02,15.5,7.7,1.4,119.0,2523.0,4.55
2017/03/03,9.5,7.2,1.6,164.0,2380.0,4.4
2017/03/04,5.8,7.2,2.7,26.0,1208.0,4.95
2017/03/05,4.0,8.5,2.7,179.0,1855.0,5.6
2017/03/06,1.8,7.4,2.0,141.0,1264.0,4.7
2017/03/07,1.7,11.0,1.0,117.0,806.0,6.0
2017/03/08,0.1,11.5,5.1,201.0,1011.0,8.3
2017/03/09,0.1,13.9,6.1,82.0,985.0,10.0
2017/03/10,1.4,10.7,5.9,236.0,1963.0,8.3
2017/03/11,4.4,15.6,8.8,120.0,1801.0,12.2
2017/03/12,0.2,11.2,5.7,283.0,1395.0,8.45
2017/03/13,0.0,15.1,4.6,20.0,1366.0,9.85
2017/03/14,0.9,14.4,8.8,174.0,2230.0,11.600000000000001
2017/03/15,0.1,13.9,4.6,183.0,2285.0,9.25
2017/03/16,0.0,10.3,6.5,218.0,2178.0,8.4
2017/03/17,0.9,12.1,1.9,312.0,2149.0,7.0
2017/03/18,0.2,12.1,7.0,11.0,1562.0,9.55
2017/03/19,3.6,13.0,10.0,18.0,1239.0,11.5
2017/03/20,1.5,10.7,6.4,12.0,1252.0,8.55
2017/03/21,11.5,7.2,-0.4,173.0,2199.0,3.4
2017/03/22,7.9,4.6,0.0,172.0,2362.0,2.3
2017/03/23,0.1,10.4,1.8,162.0,2362.0,6.1000000000000005
2017/03/24,0.0,13.1,1.6,174.0,2366.0,7.35
2017/03/25,0.0,16.2,2.8,134.0,2047.0,9.5
2017/03/26,0.0,14.7,2.4,63.0,1309.0,8.549999999999999
2017/03/27,0.0,16.3,4.0,33.0,1197.0,10.15
2017/03/28,5.9,12.2,6.3,172.0,2100.0,9.25
2017/03/29,5.4,12.5,8.6,167.0,2144.0,10.55
2017/03/30,7.2,13.7,10.4,139.0,2127.0,12.05
2017/03/31,0.5,13.6,7.3,141.0,2094.0,10.45
2017/04/01,0.3,13.8,6.9,8.0,2008.0,10.350000000000001
2017/04/02,0.0,13.1,2.8,41.0,2277.0,7.949999999999999
2017/04/03,3.8,12.7,5.8,104.0,2224.0,9.25
2017/04/04,0.0,11.6,4.5,175.0,2166.0,8.05
2017/04/05,0.0,10.4,4.7,200.0,1857.0,7.550000000000001
2017/04/06,0.0,11.1,7.2,89.0,868.0,9.15
2017/04/07,0.0,14.8,6.2,144.0,1025.0,10.5
2017/04/08,0.0,17.8,1.8,234.0,996.0,9.8
2017/04/09,0.0,14.1,2.2,25.0,928.0,8.15
2017/04/10,0.0,12.6,2.6,201.0,1988.0,7.6
2017/04/11,0.0,9.7,2.8,70.0,1582.0,6.25
2017/04/12,0.1,14.0,6.1,15.0,1417.0,10.05
2017/04/13,0.0,11.6,6.2,81.0,1763.0,8.9
2017/04/14,0.8,12.3,6.2,83.0,1681.0,9.25
2017/04/15,0.0,11.3,5.3,20.0,1268.0,8.3
2017/04/16,0.6,12.3,5.0,19.0,1076.0,8.65
2017/04/17,0.0,12.1,6.0,22.0,1239.0,9.05
2017/04/18,0.0,14.3,3.6,18.0,1286.0,8.950000000000001
2017/04/19,0.0,14.6,5.9,69.0,1707.0,10.25
2017/04/20,0.0,14.3,7.9,93.0,1666.0,11.100000000000001
2017/04/21,0.0,15.6,6.3,92.0,1581.0,10.95
2017/04/22,0.0,14.1,5.8,88.0,1555.0,9.95
2017/04/23,0.0,12.0,7.7,44.0,1081.0,9.85
2017/04/24,0.0,13.3,7.8,26.0,1084.0,10.55
2017/04/25,0.1,10.6,-0.2,170.0,1993.0,5.2
2017/04/26,0.1,10.1,-0.3,184.0,2060.0,4.8999999999999995
2017/04/27,0.0,12.9,3.0,146.0,2067.0,7.95
