Date,Rainfall (mm),Max Temp (°C),Min Temp (°C),Usage(L),Usage(kWh),Avg Temp (°C)
2015/01/01,1.3,13.2,7.6,242.0,1157.0,10.399999999999999
2015/01/02,10.5,6.7,2.8,319.0,1014.0,4.75
2015/01/03,2.2,4.8,3.3,305.0,1083.0,4.05
2015/01/04,0.2,9.7,2.1,342.0,1844.0,5.8999999999999995
2015/01/05,5.5,8.3,4.1,453.0,1838.0,6.2
2015/01/06,5.7,10.2,2.6,357.0,1003.0,6.3999999999999995
2015/01/07,6.0,11.3,1.8,130.0,1128.0,6.550000000000001
2015/01/08,1.5,10.0,3.5,122.0,1146.0,6.75
2015/01/09,0.8,16.0,3.6,39.0,1327.0,9.8
2015/01/10,2.3,5.1,3.5,218.0,2129.0,4.3
2015/01/11,4.5,9.4,0.8,31.0,948.0,5.1000000000000005
2015/01/12,0.3,6.6,4.8,153.0,2397.0,5.699999999999999
2015/01/13,0.1,2.3,0.0,331.0,2384.0,1.15
2015/01/14,7.1,10.0,-2.4,322.0,2389.0,3.8
2015/01/15,5.2,6.7,-0.7,307.0,2295.0,3.0
2015/01/16,0.2,3.5,0.5,300.0,2243.0,2.0
2015/01/17,1.2,3.4,-0.8,289.0,2220.0,1.2999999999999998
2015/01/18,0.0,4.8,-2.5,287.0,1416.0,1.15
2015/01/19,8.0,3.3,-3.7,252.0,1519.0,-0.20000000000000018
2015/01/20,2.3,4.5,-1.3,357.0,2627.0,1.6
2015/01/21,0.4,5.7,-0.5,335.0,2532.0,2.6
2015/01/22,1.1,7.6,-1.3,357.0,2551.0,3.15
2015/01/23,0.4,10.3,-1.1,330.0,2549.0,4.6000000000000005
2015/01/24,0.1,8.6,-0.2,297.0,2450.0,4.2
2015/01/25,1.9,11.2,0.8,293.0,1480.0,6.0
2015/01/26,0.1,7.5,3.3,258.0,1615.0,5.4
2015/01/27,0.5,11.2,2.9,392.0,2455.0,7.05
2015/01/28,3.6,4.6,2.6,350.0,2417.0,3.5999999999999996
2015/01/29,5.0,4.2,0.2,361.0,2381.0,2.2
2015/01/30,0.8,5.3,0.4,351.0,2311.0,2.85
2015/01/31,0.0,4.8,0.4,329.0,2156.0,2.6
2015/02/01,0.0,3.3,-2.0,243.0,1159.0,0.6499999999999999
2015/02/02,0.0,4.1,-1.8,278.0,1280.0,1.15
2015/02/03,0.0,3.5,-1.7,288.0,1346.0,0.9
2015/02/04,0.0,4.2,-4.0,336.0,1944.0,0.10000000000000009
2015/02/05,1.1,7.7,-2.7,397.0,1748.0,2.5
2015/02/06,0.0,5.9,0.8,353.0,1076.0,3.35
2015/02/07,0.1,6.5,2.6,160.0,1180.0,4.55
2015/02/08,0.0,5.3,-1.8,99.0,975.0,1.75
2015/02/09,0.0,4.6,-0.6,46.0,1321.0,1.9999999999999998
2015/02/10,0.0,4.8,-0.2,187.0,2058.0,2.3
2015/02/11,0.0,5.5,0.2,4.0,1005.0,2.85
2015/02/12,3.8,7.5,3.0,175.0,2481.0,5.25
2015/02/13,3.3,8.0,2.9,346.0,1989.0,5.45
2015/02/14,0.0,7.7,3.7,350.0,2105.0,5.7
2015/02/15,5.5,7.9,1.4,294.0,1198.0,4.65
2015/02/16,0.2,7.4,1.8,284.0,1379.0,4.6000000000000005
2015/02/17,0.0,9.3,-1.0,385.0,2243.0,4.15
2015/02/18,4.3,10.0,2.0,375.0,2205.0,6.0
2015/02/19,1.3,6.7,4.9,382.0,2215.0,5.800000000000001
2015/02/20,1.4,6.1,0.2,399.0,2226.0,3.15
2015/02/21,7.4,7.0,-0.4,342.0,2014.0,3.3
2015/02/22,3.2,12.8,0.6,338.0,1044.0,6.7
2015/02/23,6.4,6.7,-0.1,291.0,1404.0,3.3000000000000003
2015/02/24,3.2,9.4,0.2,398.0,2478.0,4.8
2015/02/25,2.0,11.8,2.1,393.0,2354.0,6.95
2015/02/26,0.5,6.9,5.0,415.0,2337.0,5.95
2015/02/27,0.2,7.7,-0.1,390.0,2149.0,3.8000000000000003
2015/02/28,1.0,12.5,1.2,346.0,2113.0,6.85
2015/03/01,4.7,9.5,2.4,242.0,1165.0,5.95
2015/03/02,2.0,5.6,-0.6,382.0,2525.0,2.5
2015/03/03,4.4,5.9,-0.8,407.0,2462.0,2.5500000000000003
2015/03/04,0.2,9.0,-0.6,340.0,1765.0,4.2
2015/03/05,0.0,10.7,0.3,359.0,1190.0,5.5
2015/03/06,0.0,11.2,7.0,413.0,1614.0,9.1
2015/03/07,5.3,12.0,7.7,235.0,1217.0,9.85
2015/03/08,4.0,9.6,6.0,91.0,866.0,7.8
2015/03/09,1.3,12.5,3.2,93.0,1523.0,7.85
2015/03/10,3.5,11.7,0.5,74.0,1752.0,6.1
2015/03/11,10.5,11.3,1.0,168.0,2055.0,6.15
2015/03/12,7.2,10.0,3.3,172.0,2491.0,6.65
2015/03/13,0.0,9.9,-0.6,399.0,2253.0,4.65
2015/03/14,0.0,8.4,0.0,357.0,2016.0,4.2
2015/03/15,0.2,5.9,0.0,320.0,1109.0,2.95
2015/03/16,0.0,6.5,1.6,305.0,1387.0,4.05
2015/03/17,0.0,11.8,2.3,385.0,2212.0,7.050000000000001
2015/03/18,0.0,11.1,-0.5,295.0,1502.0,5.3
2015/03/19,0.0,13.3,-0.3,394.0,2312.0,6.5
2015/03/20,0.0,14.0,2.0,426.0,2188.0,8.0
2015/03/21,0.0,13.9,4.2,355.0,1927.0,9.05
2015/03/22,0.0,13.7,1.5,322.0,1208.0,7.6
2015/03/23,0.6,10.9,4.3,302.0,1513.0,7.6
2015/03/24,0.3,9.5,-0.4,411.0,2314.0,4.55
2015/03/25,8.0,8.8,-0.9,408.0,2261.0,3.95
2015/03/26,0.1,11.1,0.0,430.0,2314.0,5.55
2015/03/27,0.7,11.2,1.3,414.0,2131.0,6.25
2015/03/28,3.5,14.2,3.3,365.0,2074.0,8.75
2015/03/29,0.4,12.5,6.3,311.0,1149.0,9.4
2015/03/30,2.4,13.6,2.6,321.0,1364.0,8.1
2015/03/31,0.4,10.7,4.9,340.0,1900.0,7.8
2015/04/01,2.1,10.5,1.9,246.0,967.0,6.2
2015/04/02,2.2,12.9,4.3,363.0,2449.0,8.6
2015/04/03,0.1,11.8,7.1,410.0,2395.0,9.45
2015/04/04,0.0,14.0,5.6,312.0,1345.0,9.8
2015/04/05,0.0,15.5,5.8,340.0,1066.0,10.65
2015/04/06,0.0,17.5,4.9,388.0,1467.0,11.2
2015/04/07,0.0,19.2,5.5,182.0,1288.0,12.35
2015/04/08,0.0,17.2,5.2,89.0,895.0,11.2
2015/04/09,0.0,13.2,3.8,77.0,1547.0,8.5
2015/04/10,3.9,15.5,4.0,10.0,919.0,9.75
2015/04/11,2.0,10.7,1.2,202.0,2104.0,5.949999999999999
2015/04/12,1.0,10.0,2.2,125.0,2427.0,6.1
2015/04/13,0.0,15.3,3.3,326.0,1321.0,9.3
2015/04/14,0.0,17.9,7.6,427.0,2237.0,12.75
2015/04/15,0.0,13.4,3.5,424.0,2097.0,8.45
2015/04/16,0.0,14.4,1.9,426.0,2023.0,8.15
2015/04/17,0.1,14.7,3.5,439.0,2018.0,9.1
2015/04/18,0.0,12.6,4.9,384.0,1864.0,8.75
2015/04/19,0.0,13.4,3.7,364.0,1051.0,8.55
2015/04/20,0.0,15.7,4.5,377.0,1210.0,10.1
2015/04/21,0.0,16.4,5.0,470.0,2022.0,10.7
2015/04/22,0.0,17.1,4.6,445.0,1987.0,10.850000000000001
2015/04/23,0.0,17.9,4.9,477.0,2088.0,11.399999999999999
2015/04/24,1.8,15.7,4.8,449.0,2023.0,10.25
2015/04/25,2.8,13.3,7.8,398.0,1773.0,10.55
2015/04/26,0.0,12.5,0.4,422.0,1335.0,6.45
2015/04/27,0.4,9.5,-0.6,347.0,1047.0,4.45
2015/04/28,4.2,9.6,-0.8,430.0,1965.0,4.3999999999999995
2015/04/29,0.3,11.8,1.1,437.0,1889.0,6.45
2015/04/30,0.0,12.5,1.5,427.0,1800.0,7.0
2015/05/01,8.5,9.5,3.7,244.0,1074.0,6.6
2015/05/02,26.6,11.7,5.0,382.0,2425.0,8.35
2015/05/03,3.8,14.1,7.5,422.0,2301.0,10.8
2015/05/04,12.2,12.2,4.2,314.0,1011.0,8.2
2015/05/05,7.1,12.8,5.5,348.0,1135.0,9.15
2015/05/06,9.3,12.9,4.8,397.0,1609.0,8.85
2015/05/07,0.6,13.5,5.7,193.0,1030.0,9.6
2015/05/08,12.0,7.7,5.5,112.0,1079.0,6.6
2015/05/09,0.6,14.6,5.4,57.0,1409.0,10.0
2015/05/10,2.4,13.0,6.5,5.0,1063.0,9.75
2015/05/11,0.3,15.7,9.5,194.0,2104.0,12.6
2015/05/12,0.0,13.5,6.0,118.0,2259.0,9.75
2015/05/13,5.0,16.5,4.5,445.0,1751.0,10.5
2015/05/14,0.2,10.5,8.0,440.0,1704.0,9.25
2015/05/15,0.2,14.9,5.1,418.0,1850.0,10.0
2015/05/16,0.0,12.9,5.1,410.0,1655.0,9.0
2015/05/17,5.8,13.7,5.2,353.0,1040.0,9.45
2015/05/18,2.3,11.6,4.3,357.0,1014.0,7.949999999999999
2015/05/19,3.0,11.5,4.5,370.0,1621.0,8.0
2015/05/20,0.0,14.2,5.0,387.0,1509.0,9.6
2015/05/21,0.4,17.2,5.5,411.0,1599.0,11.35
2015/05/22,0.0,16.2,10.9,400.0,1684.0,13.55
2015/05/23,0.0,17.9,8.6,401.0,1623.0,13.25
2015/05/24,0.0,15.9,9.7,396.0,885.0,12.8
2015/05/25,0.0,17.0,8.4,391.0,1044.0,12.7
2015/05/26,0.0,18.5,7.9,414.0,1668.0,13.2
2015/05/27,2.8,12.7,4.7,409.0,1619.0,8.7
2015/05/28,7.0,13.1,5.0,384.0,1515.0,9.05
2015/05/29,0.5,13.4,6.8,389.0,1519.0,10.1
2015/05/30,8.6,13.0,3.5,373.0,1416.0,8.25
2015/05/31,0.1,12.0,6.9,351.0,937.0,9.45
2015/06/01,11.3,12.4,4.6,324.0,1979.0,8.5
2015/06/02,0.4,14.4,7.7,388.0,2391.0,11.05
2015/06/03,0.0,15.7,5.8,413.0,2291.0,10.75
2015/06/04,5.4,16.2,7.6,311.0,1283.0,11.899999999999999
2015/06/05,0.0,15.5,8.9,442.0,1743.0,12.2
2015/06/06,0.1,14.3,5.7,382.0,1437.0,10.0
2015/06/07,0.0,16.1,5.0,170.0,937.0,10.55
2015/06/08,0.0,14.5,4.4,112.0,1183.0,9.45
2015/06/09,0.0,17.4,4.1,12.0,807.0,10.75
2015/06/10,0.0,19.1,7.1,159.0,2090.0,13.100000000000001
2015/06/11,1.0,17.9,7.7,211.0,2078.0,12.799999999999999
2015/06/12,0.1,17.9,10.5,193.0,1191.0,14.2
2015/06/13,0.0,18.0,10.7,401.0,1284.0,14.35
2015/06/14,0.0,18.2,6.8,364.0,812.0,12.5
2015/06/15,0.0,19.2,8.2,370.0,910.0,13.7
2015/06/16,0.3,21.6,9.5,388.0,1397.0,15.55
2015/06/17,0.0,18.5,12.3,307.0,1385.0,15.4
2015/06/18,0.0,18.4,8.6,160.0,1495.0,13.5
2015/06/19,0.0,18.3,8.2,188.0,1382.0,13.25
2015/06/20,0.3,21.2,12.7,175.0,1489.0,16.95
2015/06/21,0.9,15.1,10.0,150.0,892.0,12.55
2015/06/22,0.0,18.4,8.0,142.0,863.0,13.2
2015/06/23,0.2,20.3,8.0,182.0,1336.0,14.15
2015/06/24,0.1,18.8,10.1,242.0,1383.0,14.45
2015/06/25,2.2,17.5,12.1,199.0,1433.0,14.8
2015/06/26,0.1,20.9,13.7,173.0,1302.0,17.299999999999997
2015/06/27,4.8,19.1,10.4,163.0,1295.0,14.75
2015/06/28,0.1,20.0,13.4,135.0,991.0,16.7
2015/06/29,1.0,19.3,11.5,127.0,899.0,15.4
2015/06/30,0.0,23.0,12.6,132.0,1174.0,17.8
2015/07/01,0.0,23.9,14.0,295.0,2023.0,18.95
2015/07/02,0.0,20.2,11.8,358.0,2229.0,16.0
2015/07/03,4.8,21.0,11.7,409.0,2175.0,16.35
2015/07/04,1.3,19.7,14.4,314.0,1354.0,17.05
2015/07/05,15.0,18.1,10.8,451.0,1857.0,14.450000000000001
2015/07/06,6.8,18.1,10.0,372.0,907.0,14.05
2015/07/07,2.3,16.0,11.7,188.0,1162.0,13.85
2015/07/08,0.1,17.0,11.5,118.0,1102.0,14.25
2015/07/09,0.0,17.0,8.5,0.0,789.0,12.75
2015/07/10,0.2,19.0,10.0,175.0,2107.0,14.5
2015/07/11,4.5,15.2,9.6,149.0,1993.0,12.399999999999999
2015/07/12,4.6,17.5,12.4,22.0,1387.0,14.95
2015/07/13,1.1,19.5,13.7,194.0,922.0,16.6
2015/07/14,1.4,15.9,9.6,204.0,1213.0,12.75
2015/07/15,0.1,16.7,9.0,178.0,1182.0,12.85
2015/07/16,9.0,16.7,11.2,156.0,1093.0,13.95
2015/07/17,1.4,16.4,11.2,150.0,1249.0,13.799999999999999
2015/07/18,9.3,20.1,8.6,139.0,1139.0,14.350000000000001
2015/07/19,0.3,18.9,7.6,106.0,938.0,13.25
2015/07/20,0.7,20.0,11.1,114.0,932.0,15.55
2015/07/21,0.2,17.0,12.6,113.0,1081.0,14.8
2015/07/22,0.0,17.2,10.6,126.0,1095.0,13.899999999999999
2015/07/23,1.2,16.0,9.4,162.0,1068.0,12.7
2015/07/24,0.3,17.5,9.7,156.0,1162.0,13.6
2015/07/25,5.8,17.4,6.9,122.0,1055.0,12.149999999999999
2015/07/26,2.9,17.3,10.4,113.0,865.0,13.850000000000001
2015/07/27,0.4,14.5,11.5,112.0,916.0,13.0
2015/07/28,2.2,16.2,9.6,113.0,1174.0,12.899999999999999
2015/07/29,0.3,17.7,8.2,117.0,1097.0,12.95
2015/07/30,0.0,15.1,7.5,115.0,1086.0,11.3
2015/07/31,1.7,15.3,9.5,520.0,1136.0,12.4
2015/08/01,4.7,17.5,8.5,310.0,2305.0,13.0
2015/08/02,10.1,17.9,11.8,312.0,1194.0,14.85
2015/08/03,2.2,18.0,12.0,323.0,1158.0,15.0
2015/08/04,7.8,18.4,12.1,358.0,1743.0,15.25
2015/08/05,5.3,17.2,11.0,456.0,1809.0,14.1
2015/08/06,0.0,16.4,9.1,376.0,963.0,12.75
2015/08/07,0.0,19.1,9.7,183.0,1206.0,14.4
2015/08/08,0.8,16.9,8.2,128.0,972.0,12.549999999999999
2015/08/09,0.2,19.7,12.0,105.0,1525.0,15.85
2015/08/10,0.0,18.3,13.1,158.0,2084.0,15.7
2015/08/11,0.0,16.0,10.5,90.0,1316.0,13.25
2015/08/12,0.0,20.9,8.0,132.0,2396.0,14.45
2015/08/13,0.0,21.7,9.8,131.0,1101.0,15.75
2015/08/14,0.0,17.7,8.9,184.0,1074.0,13.3
2015/08/15,0.0,17.4,7.3,212.0,1025.0,12.35
2015/08/16,0.0,17.4,9.7,140.0,909.0,13.549999999999999
2015/08/17,0.0,20.3,12.3,122.0,839.0,16.3
2015/08/18,5.5,20.5,9.0,137.0,1150.0,14.75
2015/08/19,0.8,19.1,10.4,141.0,1145.0,14.75
2015/08/20,0.2,19.9,12.7,139.0,1265.0,16.299999999999997
2015/08/21,0.1,20.5,14.2,139.0,1242.0,17.35
2015/08/22,9.2,17.8,11.4,137.0,1090.0,14.600000000000001
2015/08/23,0.3,15.9,11.9,124.0,900.0,13.9
2015/08/23,0.3,15.9,11.9,124.0,0.0,13.9
2015/08/23,0.3,15.9,11.9,0.0,900.0,13.9
2015/08/23,0.3,15.9,11.9,0.0,0.0,13.9
2015/08/24,0.0,17.2,10.4,121.0,714.0,13.8
2015/08/25,31.8,17.9,8.5,168.0,1066.0,13.2
2015/08/26,1.5,17.4,9.7,117.0,1172.0,13.549999999999999
2015/08/27,2.0,16.9,7.8,42.0,1131.0,12.35
2015/08/28,1.2,17.5,8.8,41.0,1110.0,13.15
2015/08/29,0.1,19.0,10.8,37.0,1171.0,14.9
2015/08/30,1.5,16.7,10.6,22.0,932.0,13.649999999999999
2015/08/31,1.8,17.1,10.8,9.0,876.0,13.950000000000001
2015/09/01,0.0,16.5,7.8,294.0,2175.0,12.15
2015/09/02,0.0,15.4,6.8,277.0,1402.0,11.1
2015/09/03,0.1,14.4,8.0,295.0,1366.0,11.2
2015/09/04,0.0,17.9,9.9,377.0,1735.0,13.899999999999999
2015/09/05,0.0,16.3,9.5,429.0,1771.0,12.9
2015/09/06,0.0,13.9,6.9,401.0,1508.0,10.4
2015/09/07,0.0,13.9,8.9,188.0,1158.0,11.4
2015/09/08,0.0,19.5,9.6,172.0,933.0,14.55
2015/09/09,0.0,17.3,10.4,129.0,1554.0,13.850000000000001
2015/09/10,1.6,20.0,12.6,175.0,1995.0,16.3
2015/09/11,13.1,15.3,13.0,21.0,1123.0,14.15
2015/09/12,1.7,15.9,8.4,128.0,2386.0,12.15
2015/09/13,5.3,16.6,9.4,33.0,852.0,13.0
2015/09/14,12.0,10.8,8.3,49.0,841.0,9.55
2015/09/15,0.0,15.9,8.0,168.0,1873.0,11.95
2015/09/16,0.0,15.2,7.9,161.0,2063.0,11.55
2015/09/17,0.3,15.5,6.2,234.0,2061.0,10.85
2015/09/18,0.0,17.1,7.1,172.0,1944.0,12.100000000000001
2015/09/19,0.0,16.2,11.5,63.0,1635.0,13.85
2015/09/20,11.7,14.8,11.3,13.0,870.0,13.05
2015/09/21,7.5,15.9,8.7,6.0,976.0,12.3
2015/09/22,0.0,16.3,7.2,186.0,1997.0,11.75
2015/09/23,0.5,15.6,7.6,145.0,1972.0,11.6
2015/09/24,0.0,14.1,6.8,168.0,2081.0,10.45
2015/09/25,0.0,15.2,6.5,165.0,1969.0,10.85
2015/09/26,0.0,17.2,6.6,68.0,1707.0,11.899999999999999
2015/09/27,0.0,18.0,9.0,13.0,963.0,13.5
2015/09/28,0.0,17.4,9.5,1.0,1042.0,13.45
2015/09/29,0.0,15.8,11.5,194.0,2046.0,13.65
2015/09/30,0.0,16.2,6.9,148.0,2100.0,11.55
2015/10/01,0.0,17.2,7.6,283.0,2211.0,12.399999999999999
2015/10/02,0.0,11.6,4.6,368.0,2435.0,8.1
2015/10/03,0.0,11.9,5.0,437.0,2456.0,8.45
2015/10/04,3.2,14.0,6.9,347.0,1704.0,10.45
2015/10/05,2.2,15.4,10.0,393.0,1220.0,12.7
2015/10/06,0.1,16.2,12.1,390.0,1512.0,14.149999999999999
2015/10/07,0.0,16.4,5.5,191.0,1144.0,10.95
2015/10/08,1.1,16.9,6.0,171.0,782.0,11.45
2015/10/09,1.0,14.5,6.0,85.0,1622.0,10.25
2015/10/10,0.0,13.3,9.8,80.0,1723.0,11.55
2015/10/11,0.0,14.8,9.6,183.0,2184.0,12.2
2015/10/12,0.0,13.0,7.7,126.0,2415.0,10.35
2015/10/13,0.0,13.5,2.9,163.0,2066.0,8.2
2015/10/14,0.0,14.2,3.3,180.0,2086.0,8.75
2015/10/15,0.0,12.4,3.9,176.0,2033.0,8.15
2015/10/16,0.0,12.4,4.8,154.0,2023.0,8.6
2015/10/17,0.0,12.2,5.5,90.0,1889.0,8.85
2015/10/18,0.2,10.6,8.0,55.0,1055.0,9.3
2015/10/19,0.0,13.3,8.0,10.0,1040.0,10.65
2015/10/20,3.7,13.5,5.0,211.0,2175.0,9.25
2015/10/21,0.6,13.7,6.2,221.0,2314.0,9.95
2015/10/22,0.0,13.1,9.0,218.0,2266.0,11.05
2015/10/23,10.2,13.2,8.6,183.0,2142.0,10.899999999999999
2015/10/24,1.1,10.4,6.4,148.0,1901.0,8.4
2015/10/25,1.1,12.1,3.9,81.0,927.0,8.0
2015/10/26,8.0,13.5,6.6,4.0,1167.0,10.05
2015/10/27,5.5,12.0,10.9,3.0,1276.0,11.45
2015/10/28,5.6,13.6,8.5,84.0,1855.0,11.05
2015/10/29,1.7,12.0,6.1,134.0,1835.0,9.05
2015/10/30,4.6,15.0,6.6,108.0,1749.0,10.8
2015/10/31,0.1,16.0,11.4,73.0,1743.0,13.7
2015/11/01,0.0,14.0,4.8,252.0,1306.0,9.4
2015/11/02,0.0,15.8,9.4,382.0,2408.0,12.600000000000001
2015/11/03,0.0,13.4,9.4,503.0,2291.0,11.4
2015/11/04,0.5,12.4,8.1,347.0,1683.0,10.25
2015/11/05,7.5,14.0,8.3,358.0,1138.0,11.15
2015/11/06,7.3,15.5,11.4,397.0,1428.0,13.45
2015/11/07,7.5,14.4,10.0,168.0,1257.0,12.2
2015/11/08,3.2,14.6,8.5,142.0,1020.0,11.55
2015/11/09,4.0,15.1,5.7,72.0,1618.0,10.4
2015/11/10,1.4,15.3,12.0,50.0,1041.0,13.65
2015/11/11,1.5,15.5,12.0,161.0,2195.0,13.75
2015/11/12,6.0,15.3,6.5,110.0,2202.0,10.9
2015/11/13,5.2,9.1,4.0,159.0,2170.0,6.55
2015/11/14,8.0,15.0,2.9,144.0,1996.0,8.95
2015/11/15,1.6,16.1,7.1,83.0,1155.0,11.600000000000001
2015/11/16,4.1,9.6,4.6,45.0,1013.0,7.1
2015/11/17,8.9,13.7,4.7,214.0,2186.0,9.2
2015/11/18,1.5,11.0,6.0,213.0,2207.0,8.5
2015/11/19,0.4,10.0,6.9,192.0,2123.0,8.45
2015/11/20,0.5,7.9,3.7,177.0,2128.0,5.800000000000001
2015/11/21,0.1,5.2,1.0,168.0,2063.0,3.1
2015/11/22,0.0,8.0,1.6,120.0,1498.0,4.8
2015/11/23,3.5,10.5,0.9,138.0,1463.0,5.7
2015/11/24,0.2,9.8,2.4,240.0,2316.0,6.1000000000000005
2015/11/25,0.1,11.3,7.4,172.0,2398.0,9.350000000000001
2015/11/26,0.1,11.8,6.6,175.0,2396.0,9.2
2015/11/27,1.8,11.1,8.5,131.0,2359.0,9.8
2015/11/28,5.4,10.9,1.2,83.0,2133.0,6.05
2015/11/29,8.6,11.2,3.9,93.0,1248.0,7.55
2015/11/30,6.1,12.5,5.1,9.0,1197.0,8.8
2015/12/01,3.1,12.9,6.8,242.0,1594.0,9.85
2015/12/02,9.0,11.8,9.7,392.0,2296.0,10.75
2015/12/03,22.5,8.5,5.0,437.0,2388.0,6.75
2015/12/04,2.4,11.2,2.2,343.0,1180.0,6.699999999999999
2015/12/05,6.3,11.9,8.0,465.0,1888.0,9.95
2015/12/06,1.4,12.4,5.6,395.0,1388.0,9.0
2015/12/07,6.5,12.0,5.2,182.0,958.0,8.6
2015/12/08,2.5,10.4,6.0,124.0,1034.0,8.2
2015/12/09,13.4,10.6,1.7,32.0,1501.0,6.1499999999999995
2015/12/10,0.7,6.5,4.5,4.0,1070.0,5.5
2015/12/11,12.3,11.5,3.2,186.0,2160.0,7.35
2015/12/12,16.4,12.0,3.7,89.0,2160.0,7.85
2015/12/13,1.5,10.2,2.9,28.0,1334.0,6.55
2015/12/14,7.2,11.6,5.4,4.0,1481.0,8.5
2015/12/15,12.3,12.7,9.0,101.0,2250.0,10.85
2015/12/16,4.1,13.0,9.6,112.0,2242.0,11.3
2015/12/17,0.9,12.5,9.6,109.0,2147.0,11.05
2015/12/18,4.1,13.5,9.8,87.0,2068.0,11.65
2015/12/19,5.1,13.0,11.0,71.0,1977.0,12.0
2015/12/20,2.0,11.1,5.8,18.0,1194.0,8.45
2015/12/21,7.4,12.9,3.2,6.0,1316.0,8.05
2015/12/22,2.4,10.7,5.6,25.0,1657.0,8.149999999999999
2015/12/23,12.5,10.7,2.9,18.0,1552.0,6.8
2015/12/24,6.3,5.3,3.1,29.0,1382.0,4.2
2015/12/25,23.8,12.5,0.9,5.0,1207.0,6.7
2015/12/26,10.2,7.3,4.1,2.0,1251.0,5.699999999999999
2015/12/27,6.5,12.0,1.0,1.0,1003.0,6.5
2015/12/28,24.3,12.0,1.8,6.0,1124.0,6.9
2015/12/29,25.9,12.5,5.3,4.0,1170.0,8.9
2015/12/30,9.0,10.7,4.9,4.0,1188.0,7.8
2015/12/31,1.9,6.2,1.5,5.0,1165.0,3.85
2016/01/01,32.3,8.9,0.1,5.0,1234.0,4.5
2016/01/02,7.4,9.4,3.9,46.0,1830.0,6.65
2016/01/03,0.9,8.7,3.3,158.0,2567.0,6.0
2016/01/04,3.1,7.4,5.1,50.0,1726.0,6.25
2016/01/05,0.2,6.5,4.6,1.0,1245.0,5.55
2016/01/06,4.9,9.2,1.1,13.0,1331.0,5.1499999999999995
2016/01/07,3.7,4.7,1.7,0.0,989.0,3.2
2016/01/08,3.7,5.3,0.7,0.0,741.0,3.0
2016/01/09,10.9,4.8,0.0,10.0,1228.0,2.4
2016/01/10,0.0,4.0,0.0,295.0,1768.0,2.0
2016/01/11,0.0,5.4,0.0,1.0,1193.0,2.7
2016/01/12,0.0,5.3,-0.5,109.0,2606.0,2.4
2016/01/13,1.4,3.7,-0.6,55.0,2417.0,1.55
2016/01/14,0.2,3.7,-0.2,69.0,2467.0,1.75
2016/01/15,0.0,4.7,-1.5,58.0,2445.0,1.6
2016/01/16,0.5,6.0,-2.1,36.0,2415.0,1.95
2016/01/17,3.3,7.6,0.0,30.0,1784.0,3.8
2016/01/18,0.7,7.0,6.0,10.0,1616.0,6.5
2016/01/19,0.2,6.0,4.2,138.0,2566.0,5.1
2016/01/20,2.2,10.1,0.8,143.0,2525.0,5.45
2016/01/21,5.8,12.1,0.9,163.0,2620.0,6.5
2016/01/22,0.7,10.1,9.3,110.0,2455.0,9.7
2016/01/23,1.8,12.1,5.8,81.0,2185.0,8.95
2016/01/24,0.1,12.8,7.6,20.0,1374.0,10.2
2016/01/25,6.6,11.1,10.0,14.0,1337.0,10.55
2016/01/26,13.3,12.5,5.8,182.0,2446.0,9.15
2016/01/27,1.0,8.5,7.0,224.0,2453.0,7.75
2016/01/28,2.0,12.3,0.4,147.0,2447.0,6.3500000000000005
2016/01/29,0.2,10.0,2.4,180.0,2435.0,6.2
2016/01/30,1.5,11.7,0.8,114.0,2277.0,6.25
2016/01/31,1.3,13.0,0.9,96.0,1953.0,6.95
2016/02/01,0.2,12.4,9.7,5.0,1234.0,11.05
2016/02/02,2.7,6.4,2.1,152.0,2404.0,4.25
2016/02/03,0.2,9.5,0.1,144.0,2475.0,4.8
2016/02/04,0.8,11.6,3.3,59.0,1787.0,7.449999999999999
2016/02/05,7.8,8.8,7.5,0.0,1204.0,8.15
2016/02/06,2.4,8.7,1.6,17.0,1390.0,5.1499999999999995
2016/02/07,12.1,10.7,0.9,1.0,1039.0,5.8
2016/02/08,1.0,7.5,3.4,0.0,737.0,5.45
2016/02/09,0.1,5.4,-0.3,23.0,1187.0,2.5500000000000003
2016/02/10,0.0,7.2,0.0,280.0,1002.0,3.6
2016/02/11,0.0,5.9,0.1,34.0,1707.0,3.0
2016/02/12,8.3,6.1,0.7,175.0,2850.0,3.4
2016/02/13,8.2,5.1,2.8,51.0,2264.0,3.9499999999999997
2016/02/14,0.2,5.1,2.7,56.0,1602.0,3.9
2016/02/15,0.0,7.1,-2.1,0.0,1390.0,2.5
2016/02/16,25.3,8.1,-2.2,78.0,2244.0,2.9499999999999997
2016/02/17,0.7,9.0,1.5,72.0,2357.0,5.25
2016/02/18,0.0,7.0,-1.5,105.0,2353.0,2.75
2016/02/19,0.4,10.2,-0.5,48.0,2324.0,4.85
2016/02/20,2.1,11.5,6.0,44.0,2187.0,8.75
2016/02/21,0.0,10.8,7.0,3.0,1531.0,8.9
2016/02/22,0.0,8.2,3.8,5.0,1564.0,6.0
2016/02/23,0.0,6.5,-3.7,152.0,2446.0,1.4
2016/02/24,0.0,8.8,-2.1,140.0,2554.0,3.3500000000000005
2016/02/25,4.9,7.0,-1.8,137.0,2537.0,2.6
2016/02/26,15.6,4.6,-0.3,148.0,2526.0,2.15
2016/02/27,0.0,5.3,1.0,57.0,2350.0,3.15
